internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-01423,Research Facility Education Project 01423,Ministry of Housing & Urban Affairs,RVNL,Education,Bihar,Research Facility,2024-08-06,2025-05-08,2028-04-22,2028-04-22,22.67,24.46,PRJ-154071,OCMS-432899,PM-8776880
PAI-01424,Logistics Hub Ports Project 01424,"Ministry of Ports, Shipping & Waterways",CPWD,Ports,Madhya Pradesh,Logistics Hub,2024-11-02,2025-02-13,2027-01-28,2027-03-29,29.42,32.66,PRJ-663872,OCMS-683156,PM-3356902
PAI-01425,Expressway Roads Project 01425,Ministry of Road Transport & Highways,CPWD,Roads,Punjab,Expressway,2024-06-23,2024-12-17,2027-02-15,2027-02-15,15.58,18.72,PRJ-677805,OCMS-106036,PM-7667309
PAI-01426,Bridge Railways Project 01426,Ministry of Education,Jal Board,Railways,Maharashtra,Bridge,2025-02-12,2025-05-26,2029-06-25,2029-06-25,9.62,10.4,PRJ-927352,OCMS-160345,PM-8964123
PAI-01427,Irrigation Water Project 01427,Ministry of Power,Jal Board,Water,Nagaland,Irrigation,2024-09-30,2024-11-28,2027-07-09,2027-10-07,13.16,14.13,PRJ-544196,OCMS-693503,PM-4929903
PAI-01428,Substation Power Project 01428,Ministry of Railways,Jal Board,Power,Gujarat,Substation,2024-02-05,2024-07-02,2029-03-09,2029-03-09,26.06,31.61,PRJ-269531,OCMS-754396,PM-1545524
PAI-01429,Metro Urban Development Project 01429,"Ministry of Ports, Shipping & Waterways",NTPC,Urban Development,West Bengal,Metro,2023-08-17,2023-09-26,2027-04-12,2027-04-12,33.69,39.05,PRJ-894017,OCMS-889204,PM-4410933
PAI-01430,Medical College Healthcare Project 01430,Ministry of Road Transport & Highways,CPWD,Healthcare,Uttar Pradesh,Medical College,2024-01-08,2024-08-24,2026-04-25,2026-04-25,19.43,23.11,PRJ-261857,OCMS-563968,PM-8613132
PAI-01431,Research Facility Education Project 01431,Ministry of Road Transport & Highways,Jal Board,Education,Mizoram,Research Facility,2024-10-08,2024-12-28,2028-11-07,2028-12-07,29.32,30.99,PRJ-984135,OCMS-963649,PM-1169839
PAI-01432,Port Expansion Ports Project 01432,Ministry of Power,NHPC,Ports,Odisha,Port Expansion,2024-12-28,2025-06-25,2028-03-15,2028-12-10,89.21,99.97,PRJ-566969,OCMS-719971,PM-2947084
PAI-01433,Expressway Roads Project 01433,Ministry of Jal Shakti,NHPC,Roads,Goa,Expressway,2024-03-27,2024-10-13,2027-03-28,2027-03-28,15.51,17.77,PRJ-261830,OCMS-899285,PM-1154755
PAI-01434,Bridge Railways Project 01434,"Ministry of Ports, Shipping & Waterways",CPWD,Railways,Sikkim,Bridge,2025-02-25,2025-08-24,2030-04-13,2030-04-13,73.27,76.59,PRJ-945335,OCMS-774903,PM-2768624
PAI-01435,Irrigation Water Project 01435,Ministry of Jal Shakti,NHAI,Water,Telangana,Irrigation,2024-08-22,2025-04-15,2030-02-17,2030-04-18,47.71,52.14,PRJ-251937,OCMS-211342,PM-1800228
PAI-01436,Renewable Energy Power Project 01436,"Ministry of Ports, Shipping & Waterways",IRCON,Power,Karnataka,Renewable Energy,2023-08-12,2024-01-05,2026-07-10,2026-07-10,128.16,153.02,PRJ-678056,OCMS-651378,PM-4098306
PAI-01437,Housing Urban Development Project 01437,Ministry of Education,Metro Rail Corporation,Urban Development,Uttar Pradesh,Housing,2024-09-21,2024-10-22,2026-05-08,2026-05-08,67.8,82.94,PRJ-566497,OCMS-554580,PM-7801578
PAI-01438,Hospital Healthcare Project 01438,Ministry of Road Transport & Highways,CPWD,Healthcare,Haryana,Hospital,2025-01-30,2025-07-03,2027-05-10,2027-05-10,7.53,9.53,PRJ-339203,OCMS-355054,PM-9652277
PAI-01439,Research Facility Education Project 01439,Ministry of Health & Family Welfare,NTPC,Education,Maharashtra,Research Facility,2025-01-31,2025-09-28,2028-07-31,2028-07-31,42.74,48.73,PRJ-870199,OCMS-301950,PM-3779919
PAI-01440,Port Expansion Ports Project 01440,Ministry of Education,National Highways Authority,Ports,Tripura,Port Expansion,2024-02-04,2024-11-15,2027-03-25,2027-03-25,15.46,16.32,PRJ-474843,OCMS-476109,PM-4135537
PAI-01441,Expressway Roads Project 01441,Ministry of Railways,NHPC,Roads,Rajasthan,Expressway,2024-06-08,2024-08-06,2028-07-27,2028-07-27,34.17,39.35,PRJ-598316,OCMS-494766,PM-6091627
PAI-01442,Rail Corridor Railways Project 01442,Ministry of Jal Shakti,NTPC,Railways,Himachal Pradesh,Rail Corridor,2024-05-10,2025-01-22,2029-10-24,2029-10-24,53.15,60.7,PRJ-535108,OCMS-130386,PM-6636316
PAI-01443,Water Supply Water Project 01443,Ministry of Housing & Urban Affairs,Jal Board,Water,Uttar Pradesh,Water Supply,2023-04-29,2023-07-08,2025-07-14,2025-07-14,27.32,34.5,PRJ-595403,OCMS-470770,PM-5173396
PAI-01444,Substation Power Project 01444,Ministry of Road Transport & Highways,NHAI,Power,Rajasthan,Substation,2023-03-13,2023-10-02,2025-04-25,2025-06-24,30.35,31.15,PRJ-760903,OCMS-102142,PM-1057596
PAI-01445,Sewage Urban Development Project 01445,Ministry of Road Transport & Highways,CPWD,Urban Development,Tamil Nadu,Sewage,2023-06-27,2023-08-26,2025-10-11,2026-07-08,17.13,17.65,PRJ-807730,OCMS-157085,PM-1893128
PAI-01446,Medical College Healthcare Project 01446,Ministry of Housing & Urban Affairs,RVNL,Healthcare,Haryana,Medical College,2025-05-07,2026-01-15,2030-03-10,2030-03-10,133.16,159.85,PRJ-478182,OCMS-895192,PM-2030570
PAI-01447,University Education Project 01447,Ministry of Education,State PWD,Education,Himachal Pradesh,University,2023-09-21,2023-10-21,2025-09-17,2025-09-17,108.74,112.21,PRJ-582951,OCMS-141668,PM-2520181
PAI-01448,Port Expansion Ports Project 01448,Ministry of Road Transport & Highways,State PWD,Ports,Jharkhand,Port Expansion,2025-05-02,2025-09-09,2030-07-11,2030-07-11,44.5,52.27,PRJ-635701,OCMS-511131,PM-2525122
PAI-01449,Expressway Roads Project 01449,Ministry of Jal Shakti,RVNL,Roads,Rajasthan,Expressway,2023-12-11,2024-10-01,2028-02-12,2028-08-10,10.79,11.07,PRJ-889650,OCMS-584682,PM-5542611
PAI-01450,Rail Corridor Railways Project 01450,Ministry of Road Transport & Highways,State PWD,Railways,Rajasthan,Rail Corridor,2024-09-14,2025-05-06,2027-04-06,2027-07-05,7.12,7.93,PRJ-177152,OCMS-553477,PM-8057885
PAI-01451,Dam Water Project 01451,Ministry of Railways,National Highways Authority,Water,Tripura,Dam,2025-05-24,2025-08-31,2030-04-07,2030-04-07,9.81,12.37,PRJ-605730,OCMS-579514,PM-1112452
PAI-01452,Renewable Energy Power Project 01452,Ministry of Jal Shakti,National Highways Authority,Power,Madhya Pradesh,Renewable Energy,2025-04-26,2025-08-08,2027-03-06,2027-03-06,20.86,22.99,PRJ-266832,OCMS-837316,PM-6738145
PAI-01453,Metro Urban Development Project 01453,Ministry of Health & Family Welfare,NHAI,Urban Development,Punjab,Metro,2024-05-03,2024-12-18,2029-10-31,2029-10-31,71.17,85.75,PRJ-926185,OCMS-142584,PM-9476368
PAI-01454,Medical College Healthcare Project 01454,Ministry of Education,NTPC,Healthcare,Chhattisgarh,Medical College,2024-10-22,2025-06-02,2029-10-31,2029-11-30,17.52,22.07,PRJ-557538,OCMS-793280,PM-8370013
PAI-01455,School Education Project 01455,Ministry of Power,NTPC,Education,Gujarat,School,2023-07-18,2023-10-21,2027-07-20,2027-07-20,4.21,4.83,PRJ-993081,OCMS-634999,PM-6604296
PAI-01456,Harbour Ports Project 01456,Ministry of Road Transport & Highways,Jal Board,Ports,Uttar Pradesh,Harbour,2024-11-14,2024-12-17,2028-03-27,2028-03-27,26.7,33.39,PRJ-122790,OCMS-118108,PM-9975990
PAI-01457,Road Widening Roads Project 01457,Ministry of Health & Family Welfare,IRCON,Roads,Meghalaya,Road Widening,2024-12-18,2025-04-28,2028-12-13,2029-03-13,92.72,108.35,PRJ-651302,OCMS-263994,PM-7705109
PAI-01458,Rail Corridor Railways Project 01458,Ministry of Education,IRCON,Railways,Madhya Pradesh,Rail Corridor,2024-07-12,2025-05-07,2027-11-29,2027-11-29,70.39,84.39,PRJ-874353,OCMS-824185,PM-1264543
PAI-01459,Water Supply Water Project 01459,Ministry of Railways,NTPC,Water,Rajasthan,Water Supply,2024-07-22,2024-08-21,2028-09-11,2028-09-11,5.49,6.94,PRJ-175744,OCMS-291592,PM-6196181
PAI-01460,Renewable Energy Power Project 01460,"Ministry of Ports, Shipping & Waterways",RVNL,Power,Kerala,Renewable Energy,2024-04-08,2025-01-11,2029-08-05,2029-08-05,44.27,53.51,PRJ-559514,OCMS-567041,PM-2294925
PAI-01461,Urban Mobility Urban Development Project 01461,Ministry of Education,National Highways Authority,Urban Development,Nagaland,Urban Mobility,2023-04-08,2023-09-27,2028-04-24,2028-10-21,63.68,75.1,PRJ-528234,OCMS-326559,PM-4132751
PAI-01462,Medical College Healthcare Project 01462,Ministry of Power,CPWD,Healthcare,Madhya Pradesh,Medical College,2024-09-27,2024-11-05,2026-06-21,2026-06-21,9.42,11.71,PRJ-249070,OCMS-641278,PM-8805868
PAI-01463,University Education Project 01463,Ministry of Power,RVNL,Education,Meghalaya,University,2024-02-11,2024-04-09,2026-07-13,2026-07-13,71.52,88.24,PRJ-589041,OCMS-362521,PM-9372120
PAI-01464,Port Expansion Ports Project 01464,Ministry of Railways,NHPC,Ports,Meghalaya,Port Expansion,2023-01-21,2023-07-23,2025-11-04,2025-11-04,32.11,34.62,PRJ-834348,OCMS-457181,PM-4354237
PAI-01465,Road Widening Roads Project 01465,Ministry of Health & Family Welfare,RVNL,Roads,Andhra Pradesh,Road Widening,2023-10-28,2024-01-08,2026-08-27,2027-02-23,32.41,36.72,PRJ-631961,OCMS-182415,PM-3885099
PAI-01466,Bridge Railways Project 01466,Ministry of Road Transport & Highways,NTPC,Railways,Maharashtra,Bridge,2025-04-20,2025-08-16,2027-05-31,2027-11-27,21.48,22.31,PRJ-109469,OCMS-664109,PM-9264505
PAI-01467,Water Supply Water Project 01467,Ministry of Jal Shakti,NHPC,Water,Delhi,Water Supply,2023-05-01,2023-09-11,2027-07-30,2027-07-30,23.08,26.0,PRJ-681403,OCMS-940848,PM-3900175
PAI-01468,Transmission Power Project 01468,Ministry of Power,NHPC,Power,Punjab,Transmission,2023-06-06,2023-09-29,2027-06-30,2027-06-30,33.11,39.07,PRJ-923059,OCMS-261555,PM-2883459
PAI-01469,Sewage Urban Development Project 01469,Ministry of Jal Shakti,RVNL,Urban Development,Uttarakhand,Sewage,2024-03-04,2024-10-22,2026-04-25,2026-05-25,67.37,68.73,PRJ-974274,OCMS-664104,PM-6723818
PAI-01470,Hospital Healthcare Project 01470,Ministry of Power,Metro Rail Corporation,Healthcare,Karnataka,Hospital,2024-05-21,2024-09-04,2028-09-25,2028-09-25,36.81,39.17,PRJ-161556,OCMS-427355,PM-7724585
PAI-01471,University Education Project 01471,Ministry of Education,RVNL,Education,Haryana,University,2025-04-09,2025-05-27,2030-04-09,2030-07-08,40.69,46.13,PRJ-656822,OCMS-713481,PM-7520543
PAI-01472,Harbour Ports Project 01472,"Ministry of Ports, Shipping & Waterways",CPWD,Ports,Assam,Harbour,2024-12-31,2025-03-22,2028-11-04,2028-12-04,12.94,14.74,PRJ-820480,OCMS-468336,PM-7917891
PAI-01473,Expressway Roads Project 01473,Ministry of Jal Shakti,IRCON,Roads,Telangana,Expressway,2024-09-06,2025-04-02,2028-02-28,2028-02-28,11.06,11.97,PRJ-491221,OCMS-113312,PM-2035853
PAI-01474,Rail Corridor Railways Project 01474,Ministry of Education,RVNL,Railways,Tripura,Rail Corridor,2024-03-09,2024-04-09,2028-05-22,2029-02-16,13.77,17.18,PRJ-424576,OCMS-544539,PM-5324035
PAI-01475,Dam Water Project 01475,Ministry of Jal Shakti,NTPC,Water,Uttarakhand,Dam,2024-09-27,2025-04-07,2027-02-07,2027-02-07,8.27,8.94,PRJ-221091,OCMS-796102,PM-7384210
PAI-01476,Generation Power Project 01476,Ministry of Road Transport & Highways,NHPC,Power,Jharkhand,Generation,2024-09-03,2025-06-10,2029-05-10,2029-05-10,2.91,3.01,PRJ-199557,OCMS-827658,PM-7634305
PAI-01477,Sewage Urban Development Project 01477,Ministry of Jal Shakti,Jal Board,Urban Development,West Bengal,Sewage,2023-05-28,2023-11-20,2027-12-23,2027-12-23,1.88,2.02,PRJ-485340,OCMS-626483,PM-3919622
PAI-01478,Medical College Healthcare Project 01478,Ministry of Railways,NHPC,Healthcare,Himachal Pradesh,Medical College,2025-05-22,2025-06-26,2027-09-15,2027-09-15,44.97,51.72,PRJ-608643,OCMS-759426,PM-6157130
PAI-01479,University Education Project 01479,"Ministry of Ports, Shipping & Waterways",NTPC,Education,Rajasthan,University,2024-02-18,2024-09-10,2026-08-18,2026-08-18,9.23,11.18,PRJ-777810,OCMS-886563,PM-5440209
PAI-01480,Logistics Hub Ports Project 01480,Ministry of Power,National Highways Authority,Ports,Tripura,Logistics Hub,2024-07-31,2024-09-24,2028-05-16,2028-07-15,14.88,17.37,PRJ-495050,OCMS-389988,PM-2233238
PAI-01481,Road Widening Roads Project 01481,Ministry of Road Transport & Highways,IRCON,Roads,Jharkhand,Road Widening,2023-01-06,2023-07-20,2026-04-24,2026-05-24,13.66,14.7,PRJ-419043,OCMS-920106,PM-6496781
PAI-01482,Freight Corridor Railways Project 01482,Ministry of Road Transport & Highways,State PWD,Railways,Jharkhand,Freight Corridor,2024-10-04,2025-07-04,2028-03-06,2028-03-06,51.92,63.19,PRJ-107310,OCMS-310446,PM-2543404
PAI-01483,Irrigation Water Project 01483,Ministry of Road Transport & Highways,CPWD,Water,West Bengal,Irrigation,2023-04-07,2023-07-26,2027-02-26,2027-03-28,23.05,24.23,PRJ-830925,OCMS-401389,PM-6489149
PAI-01484,Renewable Energy Power Project 01484,Ministry of Education,CPWD,Power,Manipur,Renewable Energy,2025-03-27,2025-12-29,2029-03-31,2029-03-31,3.0,3.25,PRJ-595067,OCMS-331493,PM-9030094
PAI-01485,Metro Urban Development Project 01485,Ministry of Power,NHPC,Urban Development,Goa,Metro,2025-01-20,2025-02-23,2029-07-30,2029-07-30,198.98,224.71,PRJ-912582,OCMS-418419,PM-8460312
PAI-01486,Medical College Healthcare Project 01486,Ministry of Health & Family Welfare,Metro Rail Corporation,Healthcare,West Bengal,Medical College,2024-03-20,2024-09-27,2026-10-26,2026-10-26,46.67,49.69,PRJ-451676,OCMS-116241,PM-3564232
PAI-01487,University Education Project 01487,Ministry of Jal Shakti,NHPC,Education,Rajasthan,University,2023-12-02,2024-04-28,2027-11-26,2027-11-26,94.06,102.45,PRJ-598415,OCMS-624061,PM-5363994
PAI-01488,Harbour Ports Project 01488,Ministry of Jal Shakti,CPWD,Ports,Uttarakhand,Harbour,2024-07-01,2024-09-20,2028-08-18,2028-08-18,37.49,46.26,PRJ-903813,OCMS-715875,PM-8117826
PAI-01489,Expressway Roads Project 01489,Ministry of Power,IRCON,Roads,Mizoram,Expressway,2025-05-25,2025-10-31,2027-09-27,2027-09-27,32.49,34.82,PRJ-151601,OCMS-143579,PM-3255556
PAI-01490,Station Railways Project 01490,Ministry of Health & Family Welfare,NTPC,Railways,Delhi,Station,2023-10-21,2024-05-10,2028-11-10,2029-08-07,75.07,79.94,PRJ-661440,OCMS-689740,PM-8968400
PAI-01491,Dam Water Project 01491,Ministry of Jal Shakti,NTPC,Water,Meghalaya,Dam,2023-04-12,2023-11-20,2027-05-10,2027-05-10,70.85,82.17,PRJ-127355,OCMS-916378,PM-5444886
PAI-01492,Renewable Energy Power Project 01492,Ministry of Education,RVNL,Power,Madhya Pradesh,Renewable Energy,2024-04-19,2025-01-26,2027-12-22,2028-02-20,20.86,25.73,PRJ-845242,OCMS-165268,PM-9603865
PAI-01493,Urban Mobility Urban Development Project 01493,Ministry of Power,IRCON,Urban Development,Chhattisgarh,Urban Mobility,2024-01-15,2024-04-26,2028-05-09,2028-08-07,14.52,17.32,PRJ-537641,OCMS-440422,PM-8133428
PAI-01494,Health Centre Healthcare Project 01494,Ministry of Jal Shakti,NTPC,Healthcare,Sikkim,Health Centre,2024-02-27,2024-09-12,2029-01-02,2029-01-02,36.76,45.51,PRJ-744122,OCMS-396186,PM-4403337
PAI-01495,Research Facility Education Project 01495,"Ministry of Ports, Shipping & Waterways",Jal Board,Education,Manipur,Research Facility,2023-10-12,2023-12-09,2025-06-06,2025-09-04,18.24,18.4,PRJ-860301,OCMS-534809,PM-4217850
PAI-01496,Harbour Ports Project 01496,Ministry of Housing & Urban Affairs,IRCON,Ports,Jharkhand,Harbour,2024-07-13,2025-05-07,2027-10-02,2027-10-02,86.95,109.16,PRJ-733065,OCMS-913617,PM-3118913
PAI-01497,Expressway Roads Project 01497,Ministry of Health & Family Welfare,Metro Rail Corporation,Roads,Maharashtra,Expressway,2024-03-21,2024-05-25,2029-01-12,2029-01-12,36.96,41.83,PRJ-696027,OCMS-298446,PM-5418573
PAI-01498,Station Railways Project 01498,Ministry of Power,NHAI,Railways,West Bengal,Station,2023-04-30,2023-06-22,2025-11-28,2025-11-28,25.8,31.88,PRJ-201704,OCMS-534261,PM-5630972
PAI-01499,Irrigation Water Project 01499,Ministry of Jal Shakti,Metro Rail Corporation,Water,Madhya Pradesh,Irrigation,2023-11-17,2024-08-18,2026-09-27,2026-09-27,17.0,20.94,PRJ-229487,OCMS-769971,PM-5098054
PAI-01500,Generation Power Project 01500,Ministry of Health & Family Welfare,NHAI,Power,Assam,Generation,2023-03-22,2023-07-05,2028-03-25,2028-03-25,26.13,32.21,PRJ-439880,OCMS-986161,PM-3458936
PAI-01501,Metro Urban Development Project 01501,Ministry of Health & Family Welfare,State PWD,Urban Development,Chhattisgarh,Metro,2024-06-11,2024-11-29,2027-12-21,2027-12-21,39.92,45.87,PRJ-851258,OCMS-110292,PM-5316071
PAI-01502,Hospital Healthcare Project 01502,Ministry of Railways,State PWD,Healthcare,Sikkim,Hospital,2023-10-29,2024-02-06,2028-06-17,2028-06-17,50.64,55.11,PRJ-458013,OCMS-412805,PM-1972360
PAI-01503,Research Facility Education Project 01503,"Ministry of Ports, Shipping & Waterways",NHAI,Education,Meghalaya,Research Facility,2024-05-30,2025-02-15,2027-04-09,2027-05-09,56.94,57.17,PRJ-289093,OCMS-806047,PM-8131636
PAI-01504,Logistics Hub Ports Project 01504,Ministry of Power,NHPC,Ports,Karnataka,Logistics Hub,2023-08-28,2024-06-09,2027-12-26,2027-12-26,15.71,19.57,PRJ-193537,OCMS-133892,PM-9882634
PAI-01505,Road Widening Roads Project 01505,Ministry of Health & Family Welfare,IRCON,Roads,Haryana,Road Widening,2024-09-27,2024-10-28,2026-06-17,2026-06-17,17.42,17.95,PRJ-716704,OCMS-319810,PM-2546606
PAI-01506,Rail Corridor Railways Project 01506,Ministry of Road Transport & Highways,Metro Rail Corporation,Railways,Meghalaya,Rail Corridor,2023-07-20,2024-03-30,2026-11-11,2026-11-11,38.9,42.54,PRJ-351392,OCMS-297377,PM-6083363
PAI-01507,Water Supply Water Project 01507,Ministry of Jal Shakti,Jal Board,Water,Gujarat,Water Supply,2023-11-14,2024-05-11,2028-04-03,2028-04-03,41.16,44.54,PRJ-970233,OCMS-275642,PM-4411696
PAI-01508,Generation Power Project 01508,Ministry of Railways,NHAI,Power,Andhra Pradesh,Generation,2024-02-20,2024-05-31,2028-09-20,2028-09-20,56.21,60.02,PRJ-202916,OCMS-548244,PM-4392331
PAI-01509,Urban Mobility Urban Development Project 01509,Ministry of Railways,NTPC,Urban Development,Goa,Urban Mobility,2023-01-22,2023-08-08,2026-04-27,2026-04-27,77.67,90.21,PRJ-269728,OCMS-659118,PM-3110887
PAI-01510,Medical College Healthcare Project 01510,Ministry of Jal Shakti,Metro Rail Corporation,Healthcare,Karnataka,Medical College,2024-06-23,2025-04-16,2028-02-01,2028-02-01,13.58,16.19,PRJ-461438,OCMS-293431,PM-6854347
PAI-01511,Research Facility Education Project 01511,Ministry of Education,NTPC,Education,Andhra Pradesh,Research Facility,2023-07-04,2023-11-21,2025-12-11,2025-12-11,21.13,24.75,PRJ-798471,OCMS-805639,PM-9903449
PAI-01512,Logistics Hub Ports Project 01512,Ministry of Jal Shakti,NHPC,Ports,Madhya Pradesh,Logistics Hub,2024-02-07,2024-11-28,2029-04-16,2029-04-16,36.26,41.15,PRJ-513953,OCMS-852137,PM-3895003
PAI-01513,Expressway Roads Project 01513,Ministry of Railways,Metro Rail Corporation,Roads,Himachal Pradesh,Expressway,2025-05-15,2026-03-02,2030-01-23,2030-01-23,31.72,40.05,PRJ-573120,OCMS-390638,PM-4655092
PAI-01514,Freight Corridor Railways Project 01514,Ministry of Housing & Urban Affairs,NHPC,Railways,Rajasthan,Freight Corridor,2024-01-01,2024-02-07,2027-02-15,2027-02-15,9.17,11.36,PRJ-429485,OCMS-718716,PM-1618446
PAI-01515,Irrigation Water Project 01515,Ministry of Health & Family Welfare,Metro Rail Corporation,Water,Jharkhand,Irrigation,2024-06-16,2025-01-07,2026-10-01,2026-12-30,9.06,11.44,PRJ-410459,OCMS-907723,PM-1762332
PAI-01516,Substation Power Project 01516,Ministry of Education,NTPC,Power,Himachal Pradesh,Substation,2024-07-30,2025-05-06,2030-03-22,2030-03-22,36.01,41.47,PRJ-211076,OCMS-692410,PM-9399530
PAI-01517,Metro Urban Development Project 01517,Ministry of Education,Jal Board,Urban Development,Madhya Pradesh,Metro,2024-09-08,2025-02-16,2029-11-28,2030-08-25,9.68,11.26,PRJ-460991,OCMS-866966,PM-8626833
PAI-01518,Health Centre Healthcare Project 01518,Ministry of Jal Shakti,NTPC,Healthcare,West Bengal,Health Centre,2023-12-11,2024-04-27,2026-09-04,2026-09-04,31.72,35.56,PRJ-792082,OCMS-146970,PM-8814602
PAI-01519,Research Facility Education Project 01519,Ministry of Education,National Highways Authority,Education,Uttar Pradesh,Research Facility,2023-10-09,2024-07-02,2027-10-07,2027-10-07,11.9,12.23,PRJ-800297,OCMS-364533,PM-9394536
PAI-01520,Port Expansion Ports Project 01520,Ministry of Housing & Urban Affairs,NHPC,Ports,Odisha,Port Expansion,2023-01-07,2023-05-27,2027-04-18,2027-04-18,20.46,21.51,PRJ-163449,OCMS-915371,PM-2428242
PAI-01521,Highway Roads Project 01521,Ministry of Education,National Highways Authority,Roads,Meghalaya,Highway,2025-03-01,2025-06-17,2027-10-11,2027-10-11,18.16,22.85,PRJ-205544,OCMS-544373,PM-9890190
PAI-01522,Rail Corridor Railways Project 01522,Ministry of Housing & Urban Affairs,NHPC,Railways,Rajasthan,Rail Corridor,2025-04-18,2025-07-23,2028-02-08,2028-02-08,50.28,51.84,PRJ-217826,OCMS-235509,PM-2748096
PAI-01523,River Management Water Project 01523,Ministry of Health & Family Welfare,Metro Rail Corporation,Water,Tripura,River Management,2025-01-20,2025-07-22,2030-03-27,2030-05-26,32.83,33.34,PRJ-506913,OCMS-897279,PM-7515487
